Date,Preference,US.Weather.Impact.Rating,Net.Trust,NPS,EventsCamp/Vend_Campaign_Flag,Visits_Critical_Event_Flag,SEM_Google_Spend,Preload_IronSource_Aura_Spend,Programmatic_Bidease_Spend,Preload_Digital_Turbine_Spend,Programmatic_Tapjoy_Spend,SEM_Apple_Search_Ads_Spend,Programmatic_LiftOff_Spend,Programmatic_IronSource_Sonic_Spend,Programmatic_Persona.ly_Spend,Twitter_TikTok_Combined_Spend,Brand_Spend,Influencer_Spend,SEM_Google_Impressions,Preload_IronSource_Aura_impressions,Programmatic_Bidease_Clicks,Preload_Digital_Turbine_launches,Programmatic_Tapjoy_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Impressions,Programmatic_Persona.ly_Clicks,Twitter_TikTok_Combined_Impressions,Brand_Impressions,Influencer_Daily_Impressions,OrganicSearch_Google_Clicks,SocialEng_Twitter_Total_Engagements,SocialEng_Facebook_Estimated_Clicks,SocialEng_LinkedIn_Impressions,SocialEng_TikTok_Impressions,SocialEng_YouTube_Estimated_Clicks,SocialEng_Instagram_Estimated_Clicks,OrganicSearch_Google_Clicks_Paid_Spend,SocialEng_Facebook_Estimated_Clicks_Paid_Spend,SocialEng_YouTube_Estimated_Clicks_Paid_Spend,SocialEng_Instagram_Estimated_Clicks_Paid_Spend,SocialEng_Twitter_Total_Engagements_Paid_Spend,SocialEng_LinkedIn_Impressions_Paid_Spend,SocialEng_TikTok_Impressions_Paid_Spend,Overall_Web_Visits
11-09-2021,0.31,0,0.67,0.76,1,0,0.186692488,0.387285605,0.122433722,0.317712496,0,0.079895671,0,0,0.225616984,0,0.105773231,0,0.076172945,0.272853773,0,0.515151515,0,0.175358753,0,0,0.069569926,0,0.687402024,0,0.00523658,0.038364441,0.013328954,0,0,0,0,0.066276278,0.009043785,0,0,0.042147259,0,0,9017015
12-09-2021,0.31,0.166666667,0.67,0.76,1,1,0.346690715,0.30350315,0.115555423,0.383178649,0,0.139418716,0,0,0.215379922,0,0.106187884,0,0.104886917,0.233936318,5.42E-07,0.333333333,0,0.200425168,0,0,0.061190754,0,0.729950985,0,0.074897589,0.034502104,0.036065243,0.002464534,0,0,0,0.140635502,0.029529894,0,0,0.045740922,0.004221807,0,11631897
13-09-2021,0.31,0.5,0.67,0.76,1,1,0.46834686,0.286278723,0.10283057,0.441036112,0,0.171047107,0,0,0.165274548,0,0.102066946,0,0.119315141,0.21204432,0,0.560606061,0,0.19025325,0,0,0.057343176,0,0.672827115,0,0.201392739,0.154773978,0.073258846,0.047118652,0,0,0,0.26764471,0.065782187,0,0,0.225025895,0.088518003,0,16201929
14-09-2021,0.31,0.666666667,0.67,0.76,1,1,0.405291658,0.339542139,0.09732793,0.407677063,0,0.168343939,0,0,0.365571093,0,0.09939908,0,0.114491039,0.217848453,5.42E-07,0.378787879,0,0.193895216,0,0,0.126913102,0,0.628391171,0,0.159477531,0.076167871,0.317904828,0.021175005,0,0,0,0.219655761,0.272931073,0,0,0.105880016,0.038033815,0,16026369
15-09-2021,0.31,0.416666667,0.67,0.76,1,0,0.358813009,0.329716082,0.104206229,0.374475084,0,0.198570408,0,0,0.369989005,0,0.095028462,0,0.096962197,0.226242122,5.42E-07,0.5,0,0.182743397,0,0,0.119588452,0,0.592755187,0,0.116598491,0.057676125,0.147463954,0.032202289,0,0,0,0.17943417,0.12403562,0,0,0.078549412,0.056667991,0,14930156
16-09-2021,0.31,0.25,0.67,0.76,1,0,0.408887492,0.369056723,0.111772358,0.350092164,0,0.202308363,0,0,0.385420461,0,0.095163575,0,0.114276538,0.234970644,0,0.575757576,0,0.173684755,0,0,0.129791661,0,0.576580882,0,0.116760139,0.051850254,0.335334248,0.024070262,0,0,0,0.188011804,0.293792404,0,0,0.073552909,0.044119847,0,13752216
17-09-2021,0.31,0.166666667,0.67,0.76,1,0,0.534350009,0.301985847,0.09801576,0.369933892,0,0.21261193,0,0,0.381787955,0,0.103907596,0,0.143916996,0.231153311,0,0.515151515,0,0.187351654,0,0,0.142474421,0,0.554614547,0,0.110486885,0.039227533,0.11779817,0.026100566,0,0,0,0.207893424,0.115857292,0,0,0.062468653,0.053706305,0,13390785
18-09-2021,0.31,0.166666667,0.67,0.76,1,0,0.58449022,0.346937475,0.088042227,0.395134503,0,0.198942364,0,0,0.362349141,0,0.113427906,0,0.153879669,0.247613236,0,0.636363636,0,0.212622215,0,0,0.142958931,0,0.679736319,0,0.060649101,0.012967958,0.037996787,9.56E-05,0,0,0,0.170588399,0.039543794,0,0,0.021851908,0.000208052,0,11853764
19-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.533153211,0.27607941,0.103518399,0.431861334,0,0.196706102,0,0,0.446780355,0,0.101131517,0,0.136897509,0.226934153,5.42E-07,0.363636364,0,0.321717876,0,0,0.191979936,0,0.682399465,0,0.04820149,0.012083288,0.129413448,0.000203673,0,0,0,0.144027641,0.124369865,0,0,0.018802137,0.000409506,0,11225896
20-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.542398344,0.324769673,0.100423165,0.456401325,0,0.225726876,0,0,0.200787424,0,0.099225227,0,0.123354445,0.242114193,0,0.696969697,0,0.255555495,0,0,0.151851113,0,0.6650629,0,0.116743992,0.037781853,0.042041974,0.022689843,0,0,0,0.213852596,0.041338311,0,0,0.060150496,0.046675786,0,15427780
21-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.555244208,0.299658303,0.103518399,0.460078628,0,0.299489479,0,0,0.11048351,0,0.102233835,0,0.130175568,0.250649244,0,0.393939394,0,0.278232041,0,0,0.089890843,0,0.62459814,0,0.127211097,0.066199158,0.00096252,0.024787648,0,0,0,0.244663143,0.001025767,0,0,0.114229285,0.055266824,0,15742151
22-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.613028681,0.30951774,0.113835848,0.466800331,0,0.372550066,0,0,0.139918409,0,0.097804106,0,0.136768021,0.243572667,0,0.560606061,0,0.288534612,0,0,0.109527745,0,0.593626881,0,0.150162327,0.095350092,0.063949064,0.016084342,0,0,0,0.29182802,0.073572562,0,0,0.177618876,0.038714666,0,16761010
23-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.506966351,0.310191423,0.105581889,0.410291828,0,0.306756804,0,0,0.218744676,0,0.098910428,0,0.12055098,0.233184757,0,0.424242424,0,0.33393942,0,0,0.149343062,0,0.558279078,0,0.156828966,0.044665012,0.115899143,0.027066626,0,0,0,0.266650776,0.119837859,0,0,0.074776923,0.058551558,0,15205775
24-09-2021,0.31,0,0.67,0.76,1,0,0.37293417,0.357771021,0.080476098,0.400008316,0,0.251848858,0,0,0.153930777,0,0.103503651,0,0.088148383,0.220958873,0,0.484848485,0,0.287440389,0,0,0.107618206,0,0.581194167,0,0.114264048,0.060006473,0.115648758,0.027081821,0,0.095238095,0,0.198020811,0.107203686,0.100549533,0,0.090064401,0.052521501,0,12621768
25-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.317957534,0.406230654,0.071534309,0.393688529,0,0.22226834,0,0,0.139418605,0,0.110089786,0,0.080129204,0.238728448,5.42E-07,0.333333333,0,0.339835159,0,0,0.085416251,0,0.641560327,0,0.024803481,0.023713453,0.100336232,0,0,0,0,0.112538416,0.090137239,0,0,0.034492732,0,0,10134146
26-09-2021,0.31,0,0.67,0.76,1,0,0.31429835,0.334337788,0.099735335,0.37435959,0,0.189130721,0,0,0.133626231,0,0.108714196,0,0.082820893,0.226532328,0,0.53030303,0,0.328392091,0,0,0.082737196,0,0.673504768,0,0.017139249,0.017391304,0.052561409,0.000881902,0,0,0,0.099567869,0.044940957,0,0,0.024076524,0.001577561,0,9780828
27-09-2021,0.31,0,0.67,0.76,1,0,0.343650886,0.332432055,0.076693033,0.392057765,0,0.214487991,0,0,0.113937514,0,0.066579923,0,0.086578001,0.242300222,0,0.409090909,0,0.352598371,0,0,0.083221706,0,0.408301213,0,0.055274726,0.042723055,0.126392565,0.019873775,0,0,0,0.107880996,0.091605821,0,0,0.050136056,0.030135086,0,10913505
28-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.682991844,0.397239115,0.090105716,0.45664617,0,0.299421658,0,0,0.124504803,0,0.065643449,0,0.14766269,0.253432252,0,0.681818182,0,0.358959563,0,0,0.085159746,0,0.414715683,0,0.114393403,0.059725968,0.031746909,0.021515726,0,0,0,0.215194262,0.031694191,0,0,0.096544543,0.044939139,0,13545559
29-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.689229256,0.409344161,0.101110995,0.396303294,0,0.276813071,0,0,0.199841366,0,0.054522681,0,0.161630032,0.249547947,0,0.151515152,0,0.369798358,0,0,0.113460826,0,0.356990226,0,0.076452417,0.055734168,0.051641162,0.020788113,0,0,0,0.165840956,0.048412298,0,0,0.084599449,0.040772307,0,11834291
30-09-2021,0.31,0.083333333,0.67,0.76,1,0,0.770626469,0.216989549,0.092169206,0.489122852,0,0.314096773,0,0,0.174860079,0,0.059397533,0,0.193496574,0.160164302,0,0.439393939,0,0.426153561,0,0,0.088465814,0,0.398018043,0,0.095160255,0.04388823,0.145623459,0.028834229,0,0,1,0.201755846,0.148920798,0,1,0.072670541,0.061691152,0,12772182
01-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.308601767,0.287580569,0.10076708,0.461630856,0,0.229002146,0,0,0.161597417,0,0.062719112,0,0.07956245,0.228578657,0,0.439393939,0,0.288904797,0,0,0.089064326,0,0.470027049,0,0.089518363,0.043154601,0.064339275,0.025167526,0,0,0,0.128387402,0.045498226,0,0,0.049411919,0.037234828,0,12472307
02-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.082044989,0.343317189,0.142380789,0.523558299,0,0.132581824,0,0,0.235595218,0,0.061846016,0,0.0228276,0.264333604,0,0.651515152,0,0.240535788,0,0,0.10927124,0,0.477442308,0,0.07169601,0.011328083,0.005729597,0,0,0,0,0.07609448,0.002890862,0,0,0.009254354,0,0,12761817
03-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.064164135,0.270550356,0.145819938,0.553078355,0,0.1073825,0,0,0.48406932,0,0.052377766,0,0.02096715,0.2450237,0,0.378787879,0,0.215719792,0,0,0.142331918,0,0.450406681,0,0.087605562,0.017779696,0.000208112,0.010490779,0,0,0,0.069547275,9.09E-05,0,0,0.012576484,0.009588417,0,13029064
04-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.06332107,0.379589843,0.118994572,0.500833861,0,0.102399966,0,0,0.478660725,0,0.025708763,0,0.022070747,0.372536034,0,0.833333333,0,0.211541602,0,0,0.144127455,0,0.209205598,0,0.13661896,0.063264646,0.066498442,0.018370626,0,0,0,0.062548205,0.021922415,0,0,0.033769476,0.012670431,0,14868360
05-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.052246576,0.320014445,0.135846405,0.487168708,0,0.125054068,0,0,0.311145982,0,0.041345709,0,0.018002317,0.265918578,5.42E-07,0.303030303,0,0.201644601,0,0,0.08196768,0,0.296269352,0,0.11882156,0.049606214,0.047322828,0.02430228,0,0,0,0.073150063,0.018779167,0,0,0.031873373,0.020176377,0,14504307
06-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.05331944,0.302240754,0.130343765,0.45715896,0,0.131734823,0,0,0.284656358,0,0.040205347,0,0.018817814,0.239249332,0,0.409090909,0,0.196568168,0,0,0.089121327,0,0.277243421,0,0.102669261,0.052217068,0.041729805,0.019023432,0,0.05952381,0,0.066294369,0.016452696,0.02672896,0,0.033334161,0.015691704,0,13255687
07-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.056385358,0.322041562,0.114523678,0.49051801,0,0.09701895,0,0,0.27191135,0,0.040984596,0,0.018716664,0.290563819,0,0.409090909,0,0.172375498,0,0,0.081397669,0,0.297775998,0,0.116606014,0.048699968,0.106225165,0.02386805,0,0,0,0.06558797,0.039201618,0,0,0.029099905,0.018428248,0,14086740
08-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.053994129,0.326202008,0.110740613,0.47867303,0,0.077198833,0,0,0.279729717,0,0.038594616,0,0.018564349,0.295847069,5.42E-07,0.333333333,0,0.152429066,0,0,0.078091601,0,0.296776201,0,0.125177198,0.064839789,0.09258079,0.025368862,0,0.047619048,0,0.061309632,0.031430783,0.018412622,0,0.035642014,0.018018798,0,14671920
09-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.047332023,0.313283687,0.118650657,0.46444889,0,0.087742635,0,0,0.197137068,0,0.045463948,0,0.018519874,0.258082999,0,0.621212121,0,0.175497572,0,0,0.059851227,0,0.309602757,0,0.061272573,0.021081023,0.006952258,0,0,0,0,0.04560423,0.002565642,0,0,0.012596451,0,0,12097179
10-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.080447986,0.280151852,0.144444278,0.560340566,0,0.107710449,0,0,0.276186462,0,0.044006698,0,0.02954836,0.244301904,5.42E-07,0.621212121,0,0.193797226,0,0,0.076039559,0,0.309607523,0,0.093289471,0.028870428,0.025750668,0.002245081,0,0.071428571,0,0.065569729,0.010493966,0.033153069,0,0.019049813,0.00191414,0,14456120
11-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.058768394,0.269297064,0.116243253,0.52201531,0,0.12378206,0,0,0.175591936,0,0.042458299,0,0.024638064,0.239532098,1.08E-06,0.575757576,0,0.194937722,0,0,0.057970188,0,0.30975648,0,0.129767003,0.04548495,0.039411302,0.013731434,0,0,0,0.076965458,0.015572145,0,0,0.029099243,0.011350999,0,16625694
12-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.051427701,0.259058301,0.094920526,0.454525716,0,0.101036325,0,0,0.225590209,0,0.043575765,0,0.023157813,0.233660994,5.42E-07,0.666666667,0,0.178018096,0,0,0.06632086,0,0.306858777,0,0.104808296,0.084669328,0.068111314,0.023177256,0,0,0,0.061350801,0.025142915,0,0,0.05060679,0.01789983,0,14022564
13-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.051457939,0.256879453,0.106957549,0.457648651,0,0.111100561,0,0,0.246831888,0,0.042143936,0,0.022485186,0.254034989,0,0.575757576,0,0.158044444,0,0,0.067660387,0,0.278526632,0,0.106509542,0.068313734,0.021006354,0.060973693,0,0,0.222222222,0.063201781,0.007866675,0,0.081377437,0.041422364,0.047772014,0,14339273
14-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.041199033,0.226943059,0.089073972,0.425629322,0,0.074885105,0,0,0.171780928,0,0.043137955,0,0.018065684,0.215727712,5.42E-07,0.424242424,0,0.143585458,0,0,0.049220509,0,0.281503779,0,0.090047159,0.053144892,0.266874996,0.551248222,0,0,0,0.047759206,0.088271842,0,0,0.028461786,0.381462653,0,13258347
15-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.03827287,0.180944491,0.094232696,0.516577891,0,0.089050211,0,0,0.162356049,0,0.042873736,0,0.015457434,0.185367632,0,0.348484848,0,0.143185332,0,0,0.051671559,0,0.262449447,0,0.111980429,0.068896321,0.060833881,0.0316164,0,0,0,0.057655424,0.020840507,0,0,0.038215989,0.022660302,0,14436926
16-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.046864075,0.181281332,0.099047505,0.483509884,0,0.094896324,0,0,0.158268364,0,0.043211692,0,0.019743512,0.178417555,5.42E-07,0.863636364,0,0.144206062,0,0,0.050132528,0,0.268040086,0,0.079978944,0.036702988,0.026667664,0.000181757,0,0,0,0.048949215,0.009398425,0,0,0.020943915,0.000134015,0,13379839
17-10-2021,0.26,0,0.68,0.84,1,0,0.040712762,0.174295668,0.092513121,0.414574315,0,0.063932874,0,0,0.135438021,0,0.044746684,0,0.019251932,0.172315775,5.42E-07,0.575757576,0,0.135855127,0,0,0.046854961,0,0.322093266,0,0.035316274,0.009084044,0.050441264,0.000704528,0,0,0,0.02838986,0.016167647,0,0,0.0047144,0.000472443,0,10139043
18-10-2021,0.26,0,0.68,0.84,1,0,0.036899801,0.171394584,0.067751245,0.413872117,0,0.067019453,0,0,0.15242244,0,0.041273277,0,0.016829057,0.174615104,0,0.651515152,0,0.148030399,0,0,0.051529056,0,0.293317627,0,0.057491374,0.04436293,0.043856454,0.065385541,0,0,0,0.032560285,0.013390824,0,0,0.021932106,0.041768227,0,11203533
19-10-2021,0.26,0,0.68,0.84,1,0,0.027858548,0.192160397,0.062248606,0.36844172,0,0.057067949,0,0,0.288726193,0,0.042577481,0,0.013169164,0.170790329,5.42E-07,0.515151515,0,0.145645973,0,0,0.090660359,0,0.271409287,0,0.041416321,0.035516237,0.021503873,0.028403506,0,0,0,0.026740156,0.00643534,0,0,0.017209494,0.017783503,0,10619965
20-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.035651036,0.207151354,0.078068693,0.41025487,0,0.065399301,0,0,0.345819901,0,0.041785522,0,0.014732067,0.190249057,0,0.545454545,0,0.134725519,0,0,0.124519053,0,0.251419904,0,0.070998044,0.040867407,0.024703602,0.042681965,0,0,0,0.038539253,0.007787087,0,0,0.020858264,0.028148138,0,11987487
21-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.090665564,0.239208939,0.080132183,0.491058518,0,0.08141123,0,0,0.254810906,0,0.042779714,0,0.028925717,0.203047914,0,0.848484848,0,0.136429458,0,0,0.080514151,0,0.241600485,0,0.10493288,0.031373395,0.052954872,0.460425733,0,0,0,0.061479847,0.019567369,0,0,0.018770435,0.35593985,0,13447248
22-10-2021,0.26,0.083333333,0.68,0.84,1,0,0.143433894,0.252585485,0.074973459,0.486013776,0,0.101262393,0,0,0.158232664,0,0.042292368,0,0.042443592,0.199654729,0,0.363636364,0,0.144434706,0,0,0.051329552,0,0.242667809,0,0.09008991,0.048311576,0.063523084,0.013824943,0,0,0,0.065359745,0.026201679,0,0,0.032265253,0.011930301,0,12537758
23-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.192572837,0.280573662,0.085978737,0.475984348,0,0.1177355,0,0,0.098782736,0,0.045008726,0,0.054238377,0.224128822,1.08E-06,0.712121212,0,0.149747948,0,0,0.039929319,0,0.287466214,0,0.087427951,0.021253641,0.139035399,0,0,0,0,0.075832746,0.064899745,0,0,0.016063392,0,0,13080199
24-10-2021,0.26,0.25,0.68,0.84,1,0,0.312088097,0.24606715,0.122777637,0.684985425,0,0.220440507,0,0,0.093186713,0,0.044180203,0,0.085182369,0.192779063,5.42E-07,0.681818182,0,0.19574614,0,0,0.043662895,0,0.330406832,0,0.171230662,0.029690366,0.095520379,0.000851512,0,0,0,0.164213032,0.060830758,0,0,0.030614633,0.00113451,0,18191467
25-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.283479603,0.213141668,0.088042227,0.683585647,0,0.299867464,0,0,0.146594365,0,0.040553924,0,0.121214161,0.197094957,5.42E-07,0.454545455,0,0.249945561,0,0,0.052042067,0,0.262448454,0,0.244598011,0.047987917,0.043407712,0.024999503,0,0.166666667,0,0.223940586,0.029302787,0.128141969,0,0.052451782,0.035307253,0,20595849
26-10-2021,0.26,0.25,0.68,0.84,1,0,0.265108911,0.228903415,0.074285629,0.580967648,0,0.192087085,0,0,0.171754153,0,0.041169592,0,0.094122129,0.17913191,0,0.424242424,0,0.206677482,0,0,0.058597201,0,0.245549027,0,0.151475875,0.036551947,0.02836183,0.016356686,0,0,0,0.131535226,0.015963535,0,0,0.033311307,0.019261082,0,16547909
27-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.276908026,0.242103953,0.078412608,0.622304967,0,0.252337767,0,0,0.142319254,0.327916656,0.041988278,0,0.080813245,0.207765632,0,0.681818182,0,0.201949459,0,0,0.054293613,0.325994904,0.206287042,0,0.13307225,0.058042939,0.072751572,0.029555706,0,0,0,0.153696658,0.050081242,0,0,0.064694658,0.042566169,0,16744912
28-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.286061963,0.24745093,0.084603077,0.617934705,0,0.244878133,0,0,0.167470117,0.327916656,0.043924603,0,0.079296784,0.188991495,5.42E-07,0.575757576,0,0.188331555,0,0,0.051272551,0.315595662,0.212201613,0,0.149638852,0.041428417,0.036302622,0.207590963,0,0,0,0.166906205,0.025262329,0,0,0.04667884,0.302227767,0,17372158
29-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.318743171,0.244243351,0.101110995,0.562738205,0,0.217292437,0,0,0.142988635,0.327902549,0.04477254,0,0.088839508,0.192466533,5.42E-07,0.575757576,0,0.180854365,0,0,0.041097843,0.378347923,0.243713882,0,0.137860584,0.050987162,0.132645695,0.042052243,0,0,0,0.157104934,0.091404089,0,0,0.056887863,0.060625056,0,16280307
30-10-2021,0.26,0.166666667,0.68,0.84,1,0,0.308393727,0.316734035,0.086666567,0.621547331,0,0.16745715,0,0,0.113107482,0.327916656,0.044904344,0,0.094522793,0.229754366,5.42E-07,0.651515152,0,0.169307863,0,0,0.035654231,0.346841421,0.242795515,0,0.052651115,0.028287841,0.044851492,0,0,0,0,0.091931069,0.028968662,0,0,0.02958269,0,0,11863855
31-10-2021,0.26,0,0.68,0.84,1,0,0.259626053,0.277105107,0.093544866,0.576269386,0,0.134447034,0,0,0.106743903,0.324931866,0.04506096,0,0.075841551,0.215377976,1.08E-06,0.651515152,0,0.158869194,0,0,0.038732294,0.490482101,0.298127139,0,0.021449428,0.040155357,0.019081313,0.000680567,0,0,0,0.062856345,0.01111866,0,0,0.037885585,0.00082967,0,10124951
01-11-2021,0.26,0.083333333,0.68,0.84,1,0,0.233378884,0.192545792,0.069126905,0.544836762,0,0.131878602,0,0,0.089447107,0.323776325,0.040978763,0,0.06620122,0.170529888,2.17E-06,0.575757576,0,0.152848246,0,0,0.033830194,0.577167106,0.318385239,0,0.057221104,0.03460999,0.038055319,0.036991679,0,0,0,0.074871642,0.020432277,0,0,0.030087714,0.041552385,0,11233587
02-11-2021,0.26,0.083333333,0.68,0.84,1,0,0.237518956,0.265962031,0.082539588,0.635147808,0,0.126347176,0,0,0.094757527,0.247231099,0.04228375,0,0.063126185,0.21627836,0,0.515151515,0,0.14731997,0,0,0.043292387,0.412617392,0.283771097,0,0.058381445,0.032991693,0.040812809,0.042951971,0,0,0,0.07596521,0.022020026,0,0,0.028821212,0.048483609,0,11532797
03-11-2021,0.26,0.083333333,0.68,0.84,1,0,0.260207473,0.303536531,0.098359675,0.623002545,0,0.138374585,0,0,0.09518593,0.26090994,0.043733077,0,0.063007324,0.223860939,0,0.5,0,0.149982035,0,0,0.039815316,0.3929122,0.272425965,0,0.058096314,0.028093645,0.024280874,0.055336882,0,0,0,0.082431306,0.013973976,0,0,0.026178823,0.066628632,0,11725819
